task_id,source_id,source_type,model_path,notes
task381,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task381.onnx,GOLF_20260607_001_public_6154_repro
task382,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task382.onnx,GOLF_20260607_001_public_6154_repro
task383,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task383.onnx,GOLF_20260607_001_public_6154_repro
task384,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task384.onnx,GOLF_20260607_001_public_6154_repro
task385,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task385.onnx,GOLF_20260607_001_public_6154_repro
task386,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task386.onnx,GOLF_20260607_001_public_6154_repro
task387,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task387.onnx,GOLF_20260607_001_public_6154_repro
task388,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task388.onnx,GOLF_20260607_001_public_6154_repro
task389,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task389.onnx,GOLF_20260607_001_public_6154_repro
task390,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task390.onnx,GOLF_20260607_001_public_6154_repro
task391,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task391.onnx,GOLF_20260607_001_public_6154_repro
task392,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task392.onnx,GOLF_20260607_001_public_6154_repro
task393,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task393.onnx,GOLF_20260607_001_public_6154_repro
task394,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task394.onnx,GOLF_20260607_001_public_6154_repro
task395,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task395.onnx,GOLF_20260607_001_public_6154_repro
task396,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task396.onnx,GOLF_20260607_001_public_6154_repro
task397,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task397.onnx,GOLF_20260607_001_public_6154_repro
task398,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task398.onnx,GOLF_20260607_001_public_6154_repro
task399,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task399.onnx,GOLF_20260607_001_public_6154_repro
task400,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task400.onnx,GOLF_20260607_001_public_6154_repro
