Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
951,14196483,stpete_ishii,"2025-08-15 09:57:46",26935.389,1,stpeteishii
952,14225338,AbsoluteVolatility,"2025-08-14 08:12:12",26839.389,5,absolutevolatility
953,14472647,"Ankh_Mathematician ","2025-10-03 06:34:43",26715.389,1,raiankush
954,14303453,"Aaima Azharuddin Sheikh","2025-08-28 14:13:40",26126.389,26,aaimaazharsheikh
955,14256229,NecroSean38,"2025-08-23 07:41:21",25513.000,17,sean38
956,14321941,NahomAW,"2025-09-06 23:59:13",24634.390,6,nahomaw
957,14274094,九億少女的夢,"2025-08-21 07:27:11",24483.390,3,patrickpan410
958,14526807,mmtmn,"2025-10-14 02:19:11",24429.390,6,thiagommtmn
959,14224377,"Dung Claire Tran","2025-08-07 20:39:59",24241.390,3,dungclairetran
960,14449701,"chris keel","2025-10-30 23:51:00",24187.390,18,chriskeel
961,14270965,"Aarav Gupta","2025-09-03 10:49:53",24156.000,7,"aaravgupta21,swapnilksingh"
962,14304742,lp,"2025-08-27 13:52:28",23409.000,2,lucaspesenti
963,14464553,"Shyam Sathish","2025-10-02 05:59:48",23061.390,3,shyamsathish
964,14231330,carmel26,"2025-08-08 06:46:58",22121.000,1,carmel26
965,14567854,TixMinds,"2025-10-30 12:03:53",21365.091,6,"manojn476,tanmaygt77,vineetkamath46"
966,14338814,"Mitsuhiro Iizuka","2025-09-15 05:08:02",20231.374,30,mitsuhiroiizuka
967,14202296,"Robert Cruse Jr","2025-08-01 22:07:06",19716.392,2,robertcrusejr
968,14243912,"vincent michelangeli","2025-08-11 21:09:25",19562.001,2,vincemichelangeli
969,14308321,Koooooooooooooooo,"2025-09-03 12:37:54",18897.000,2,koooooooooooooooo
970,14231941,"Ihar Bury","2025-10-23 22:26:02",18038.000,1,iharbury
971,14457940,"nathanael rk","2025-10-02 10:46:50",17506.000,1,nathanaelrk
972,14537860,"Shusmit Sarkar","2025-10-15 20:16:53",17237.393,1,shusmitsarkar
973,14588514,"Harsh Rajbhar","2025-10-25 19:45:11",17237.000,1,harshrajbhar
974,14264009,kmedoid,"2025-08-16 12:29:52",17210.393,1,kmedoid
975,14214830,mknzfr,"2025-09-17 14:09:53",16918.000,7,mknzfr
976,14312553,"Ashish Saini","2025-08-30 10:55:44",15990.000,21,sainiash
977,14248245,"Portia Ward","2025-09-02 10:31:22",15980.000,4,portiaward
978,14348415,"Kunal Lal","2025-10-21 17:29:30",15525.387,16,kunallal1
979,14562824,prajak13,"2025-10-22 15:16:46",15419.005,8,prajak13
980,14236485,"jojoiensue silva","2025-08-09 08:41:11",14722.394,1,jojoiensuesilva
981,14241118,ADADU,"2025-08-18 22:39:43",14336.000,4,"asadullo,azimjonn,davlatbekmirakilov,drdilyor,ulugbekabdimanabov"
982,14239595,"Nilidon Pepushaj","2025-08-10 09:35:13",14264.000,12,nilidonpepushaj
983,14483272,"souvik chand","2025-10-24 12:19:02",13896.000,3,souvikchand
984,14233873,"Krishna Yadu","2025-10-07 09:47:35",12317.395,3,krishnayadav456wrsty
985,14199334,"Inzaghi M","2025-08-02 00:21:16",12269.395,1,inzaghim
986,14199387,"Maksim 1 - 0 RL","2025-08-01 19:55:30",11789.000,4,"maksim1744,scanhex"
987,14223775,Riaz,"2025-08-09 14:50:39",11685.000,8,riazjahangir
988,14274881,"Md. Rasel Meya","2025-08-21 03:52:47",11411.000,2,raselmeya
989,14205727,KostasMouratidis,"2025-10-30 19:26:06",10740.000,15,kostasmouratidis
990,14501069,"david vib","2025-10-09 08:23:34",9855.396,6,davidvib
991,14237573,"Lamiaa Mohamed Asem ","2025-10-26 16:25:57",9621.396,2,lamiaamohamedasem
992,14203908,ULS,"2025-08-08 18:11:11",9530.396,14,"prabhanjanprabhu,sriprad"
993,14213458,"Srikar Gouru","2025-08-05 01:23:44",9414.000,5,epicsg99
994,14203088,WoosukKwak,"2025-08-03 07:58:54",9355.396,4,bubbler
995,14224378,ZZZZGOD,"2025-08-28 15:11:21",9324.000,4,zzzzgod
996,14196543,"Milan Peelman","2025-08-01 16:50:31",9054.008,15,milanpeelman
997,14226658,OMETS,"2025-08-08 12:56:14",9048.000,9,ojavee
998,14224214,Zollkron,"2025-08-08 03:50:09",8953.396,3,zollkron
999,14224696,"Pratyush Kumar Jha","2025-08-14 17:10:09",8918.000,5,pratyushkumarjha01
1000,14419937,"Tate Meyer","2025-09-23 00:33:26",8917.000,1,tatemeyer
1001,14194507,alphagolf,"2025-08-01 02:00:42",8720.000,9,maho213
1002,14224824,"David Adams","2025-09-08 23:44:42",8585.000,1,davidadams1
1003,14242217,"Jae-min Cha","2025-08-11 15:06:54",8436.000,6,jaemincha1
1004,14213392,"Mouna El Majdaki","2025-08-27 15:27:31",8089.000,40,mounaelmajdaki
1005,14544382,"Erfan Hormozizadeh","2025-10-16 21:37:59",7991.000,1,erfanhormozizadeh
1006,14258458,riddle,"2025-08-24 07:35:02",7809.000,1,riddle90
1007,14562952,JJChen20220823,"2025-10-30 11:19:24",7106.397,24,jjchen20220823
1008,14443436,"Turhan TAS","2025-10-04 07:18:48",7077.000,5,turhantas
1009,14308754,"Shivank Garg","2025-09-02 11:30:48",6904.397,8,shivankgarg21
1010,14332167,"Koala Coders","2025-09-05 10:56:48",6610.003,14,koalacoders
1011,14209777,"Leo Tom","2025-08-14 05:37:07",6436.000,3,leotom
1012,14240807,JJPather,"2025-08-18 16:14:55",6050.000,4,jjpather
1013,14327527,Wade10729,"2025-09-08 09:21:57",5266.001,3,wade10729
1014,14206309,stunningvn,"2025-08-05 07:24:25",4902.398,1,dedquoc
1015,14561613,"Mohd Kamran Alam","2025-10-21 21:44:59",4880.398,15,mohdkamranalam
1016,14371852,"Tahseen Rasheed","2025-09-12 13:30:09",4737.000,2,tahseenrasheed
1017,14253315,"Sergiu Puscas","2025-08-13 13:27:04",4655.000,4,harababurel
1018,14231158,"Vinaya Bhushan M","2025-08-10 21:20:50",4643.008,10,vinayabhushanm
1019,14469451,Karna,"2025-10-10 05:48:36",4639.000,3,johnabe
1020,14194639,"Abraham Linares","2025-08-01 17:57:04",4594.000,7,abrahamjlr
1021,14223471,"Michael Yu vanderbilt","2025-08-07 00:34:18",4493.398,1,michaelyuvanderbilt
1022,14213160,"DIVYANSH KUMAR SINGH CHAUHAN","2025-08-04 22:35:05",4489.000,5,"arnavsuiiiiiiiiiiii,capdiv"
1023,14254695,"Recep Barkın Topcu","2025-08-24 09:13:32",4488.000,2,recepbarkntopcu
1024,14228202,"Kunal Kumar","2025-08-07 19:42:54",4405.000,3,kunalcrlbel
1025,14228022,touch_fishhh,"2025-08-07 18:31:54",4388.001,2,teddyziyyyu
1026,14252602,"Liudmyla Kaluzhynova","2025-08-14 13:53:25",4359.000,4,lyudmylakaluzhynova
1027,14572662,Anurag12d,"2025-10-23 17:42:28",4357.000,4,anurag12d
1028,14223327,"Benedikt Fadel","2025-08-10 14:55:27",4280.002,1,benediktfadel
1029,14258928,shrishanthattarki,"2025-08-14 23:41:59",4228.398,1,shrishanthattarki
1030,14224894,"Vivek Saurabh","2025-08-30 09:47:56",4165.000,10,viveksaurabh
1031,14336358,"Chris Turnbull","2025-09-12 17:13:54",4085.000,34,christurnbull
1032,14366714,"What is this? Code for ants?","2025-09-20 21:10:43",3604.000,4,"frankohlmann,mmeziere"
1033,14352004,"Baria ritu ratibhai","2025-10-30 19:26:15",2466.399,9,bariarituratibhai
1034,14227550,"Viktor Korsun","2025-08-09 13:20:57",2446.000,1,viktorkorsun
1035,14194685,xnor,"2025-08-01 18:55:36",2439.000,3,strictlybetter
1036,14194541,pardouin,"2025-08-01 00:47:12",2428.000,1,pardouin
1037,14329925,Sarah,"2025-09-02 21:33:56",2428.000,1,schsara
1038,14581648,Pramodk,"2025-10-23 15:16:12",2425.000,16,pramodti
1039,14344003,"Muhammad Sohaib Siddiqui","2025-09-15 13:54:02",2419.002,1,msohaibsiddiqui
1040,14207792,"Filip Muller","2025-08-03 16:11:08",2413.000,1,filipmuller
1041,14211365,numpy1.0,"2025-08-08 11:10:31",2408.000,5,numpy10
1042,14507188,chowvillain,"2025-10-10 11:03:31",2400.000,1,chowvillain
1043,14229486,noobcg,"2025-08-07 20:46:20",2395.000,2,b10011
1044,14224560,Haker_Sam,"2025-08-07 10:17:58",2387.399,3,hakersam
1045,14195386,"Alexander Pfefferle","2025-08-01 05:38:57",2376.000,1,alexanderpfefferle
1046,14327239,"Karen Ueda","2025-09-02 08:17:19",2356.000,4,karenueda
1047,14195528,"Leon Verdin","2025-09-12 05:46:32",2326.000,1,leonverdin
1048,14212183,Abhi,"2025-08-05 03:49:05",2319.000,1,zeroday19
1049,14225559,"Mark Diamond","2025-08-07 07:20:39",2319.000,1,ponkle
1050,14329315,mh755628,"2025-09-02 19:38:38",2310.000,1,mh755628
1051,14458128,"yakov matan","2025-09-30 10:36:26",2299.000,1,yakovmatan
1052,14228028,manojkanna04,"2025-08-08 03:57:28",2295.399,3,manojkanna04
1053,14572325,Sieges,"2025-10-30 17:48:09",2294.003,1,sieges
1054,14215254,akash0893,"2025-08-05 12:09:30",2292.001,3,akash8492
1055,14231517,"বঙ্গদেশীয় মহাকাশযাত্রী","2025-08-12 07:16:11",2291.000,3,"jacsadi,pritomda"
1056,14493286,aman,"2025-10-07 17:22:16",2282.000,1,amansoni25
1057,14355001,"Сергей Панкратов","2025-09-13 20:04:33",2270.000,2,serp88
1058,14385923,"Yanxin Feng","2025-09-16 16:28:58",2268.000,1,yanxinfeng
0,14194314,ludicrous_score.zip,"2025-07-31 22:21:50",2232.002,1,
1059,14237208,"Mattias Nordstrand","2025-08-09 13:22:47",2232.000,2,mattiasnordstrand
1060,14244679,cyberia,"2025-08-11 14:12:48",2225.399,1,cyberia
1061,14244991,"SeongHun Jeong","2025-08-11 15:27:44",2225.399,1,sunghun
1062,14223053,"Abhi Roop Reddy T","2025-08-09 05:00:23",2225.399,1,abhiroopreddyt
1063,14272344,Pitohu,"2025-08-18 17:30:55",2225.399,1,pitohu
1064,14264508,"Izzan S. A.","2025-08-16 14:08:42",2225.399,1,isamobagaming
1065,14245899,CodeGolfer,"2025-08-11 20:58:00",2225.399,1,pandajr
1066,14236251,"Aryaman Vaishya","2025-08-09 07:06:19",2225.399,1,aryamanvaishya
1067,14210458,"Géraldine Maurer","2025-08-04 18:02:25",2222.000,1,graldinemaurer
1068,14217496,"Solarus Blank","2025-08-06 01:13:48",2216.000,1,solarusblank
1069,14373599,NinSonXbo,"2025-09-12 22:28:05",2117.000,2,ninsonxbo
1070,14229222,noob,"2025-08-07 19:31:49",2071.399,2,dhakseshrch24b006
1071,14557762,"Vakacharla Anoop Gupta","2025-10-19 12:35:43",2067.000,9,vakacharlaanoopgupta
1072,14576631,appleba,"2025-10-23 13:53:32",2040.001,1,appleba
1073,14359778,"Artem Smirnov","2025-09-10 19:31:00",1914.000,2,artsmirnovch
1074,14374960,"Darya VV","2025-09-14 10:15:27",1588.000,2,daryavv
1075,14576961,Avishkar17062004,"2025-10-26 19:23:46",1222.001,1,avishkar17062004
1076,14206936,Robina_,"2025-08-03 15:28:44",0.400,2,robinamirbahar
1077,14210731,"TANISHK BHANAGE","2025-08-04 10:08:16",0.400,2,tanishkvirajbhanage
1078,14206390,"Sahwaj Alam","2025-08-05 18:39:43",0.400,2,sahwajalam
1079,14227664,"Devansh Shukla@123","2025-08-08 01:27:28",0.400,2,devanshshukla123
1080,14231971,"HARSHA VARDHAN G","2025-08-08 10:16:09",0.400,3,iamhg1
1081,14240542,akmonymous,"2025-08-10 12:04:36",0.400,1,anantamanoranjan
1082,14240622,"Ernst Ashurov","2025-08-11 19:16:41",0.400,2,vet231199
1083,14244418,"jinwon baek","2025-08-18 15:16:49",0.400,8,jinwonbaek
1084,14244101,rk,"2025-08-12 10:17:01",0.400,2,ramonakuehlechner
1085,14258012,"Anshika Moundekar","2025-08-15 06:18:59",0.400,4,anshikamoundekar
1086,14241414,"Ronald Kalani","2025-08-17 00:19:52",0.400,1,ronaldkalani
1087,14285408,"Tamanas Sahana","2025-08-22 07:33:34",0.400,8,tamanassahana
1088,14287785,"Tsung-Ta Wu","2025-08-22 08:29:47",0.400,1,tsungtawu
1089,14303711,LAWSA07,"2025-08-26 16:57:45",0.400,2,lawsaaswal
1090,14313481,asphyxia,"2025-08-30 01:16:53",0.400,1,ridhoalfattaah
1091,14319573,JavaZero,"2025-08-31 06:22:07",0.400,3,jimmyisme1
1092,14385553,"Aahil nizar Momin","2025-09-16 04:33:27",0.400,1,aahilnizarmomin
1093,14224102,Boruiyang21,"2025-09-18 17:06:46",0.400,1,boruiyang21
1094,14408491,"Gaith Krakdia (Gaith123)","2025-09-20 12:32:43",0.400,2,gaithkrakdiagaith123
1095,14403731,aaa99606,"2025-09-24 07:57:30",0.400,1,aaa99606
1096,14437317,"Rapid hunter","2025-09-26 03:32:05",0.400,2,rapidhunter
1097,14450380,BUNNY'S,"2025-09-29 06:03:36",0.400,1,tsasidharreddybunny
1098,14433127,"Retty V","2025-10-02 14:16:00",0.400,1,rettyv
1099,14481554,batman.onion,"2025-10-05 08:21:19",0.400,1,sanjayikify
1100,14203620,"Saugata Malakar","2025-10-06 18:50:23",0.400,1,saugatamalakar
1101,14485228,"Balaji J B","2025-10-07 03:48:37",0.400,7,balajijb
1102,14280719,"Syukur Daulay","2025-10-10 16:04:06",0.400,1,syukurdaulay
1103,14521026,KikiBouba,"2025-10-13 00:52:24",0.400,1,kikibouba
1104,14525711,"Trust Museta","2025-10-13 18:34:17",0.400,1,trustmuseta
1105,14535847,"Virgiliu Gabriel Gheorghe","2025-10-15 12:21:22",0.400,1,virgiliugabriel
1106,14558012,NEILB,"2025-10-19 15:31:17",0.400,2,iamneil
1107,14562650,"Ebadul Mallick","2025-10-20 06:31:12",0.400,2,ebadulmallick
1108,14583215,"TdlD lD","2025-10-29 00:28:53",0.400,3,tdldld
1109,14588076,"Maguluri Naveen","2025-10-23 19:24:45",0.400,3,magulurinaveen
1110,14520169,"Fernando Liazar Luemba Salvador","2025-10-29 23:45:05",0.400,4,fernandollsalvador
1111,14554317,sage,"2025-10-26 06:32:37",0.400,7,sunnyy06
1112,14302714,"Steven Schryba","2025-10-25 02:08:44",0.400,2,stevenschryba
1113,14573243,"Samer Attrah","2025-10-29 02:11:35",0.400,2,samerattrah
1114,14410467,"Tejas Gupta me24b173","2025-09-20 20:31:32",0.046,4,tejasguptame24b173
1115,14233197,"Bharat Dehingia","2025-08-08 13:39:31",0.015,1,bharatdehingia
1116,14213606,"Buchanan Liang","2025-08-05 06:18:43",0.010,6,buchananliang
1117,14224530,5D,"2025-08-11 18:02:20",0.007,1,"omkarprasadrout,rohitpattanaik,shreshthakumar63,sudhanshukumarjha004,yashsharma73"
1118,14256919,"Priya Garg","2025-10-28 17:02:35",0.006,5,priyagarg1412
1119,14225492,Cjitendr,"2025-08-07 07:56:37",0.004,2,cjitendr
1120,14459740,"Anaj Pravin","2025-10-09 09:50:22",0.004,2,anajpravin
1121,14299625,"Atul Boyal","2025-09-05 19:17:36",0.003,3,atulboyal
1122,14226723,"Nigar Hajiyeva","2025-08-07 11:55:12",0.002,5,nigarhprogrammer
1123,14228262,BlessingSamuel,"2025-08-07 18:51:57",0.002,2,blessingsamuel1
1124,14369568,"Sergey Arefjev","2025-09-11 17:50:44",0.002,2,sergeyarefjev
1125,14369677,"aya salah","2025-09-15 14:24:34",0.002,1,aya555
1126,14474967,"Charan Raj Kandula","2025-10-03 19:40:22",0.002,1,charanrajkandula
1127,14512335,"VoltAir Global Hub","2025-10-30 23:56:24",0.002,20,voltairglobalhub
1128,14225281,"Bermal Demirtaş","2025-10-30 19:08:10",0.002,1,bermaldemirtas
1129,14210062,"m u | Data Science Student","2025-08-04 14:16:59",0.001,1,mu24680
1130,14226990,"David Omondi","2025-08-07 12:41:00",0.001,1,nyongus
1131,14227138,"Anurag Mishra","2025-08-11 09:12:30",0.001,4,anuragmishra3334
1132,14228166,tpatrick15,"2025-08-07 18:09:41",0.001,1,ptagny
1133,14226429,exception002,"2025-08-08 05:53:31",0.001,1,exception002
1134,14231868,"Chintan Solanke","2025-08-08 10:28:04",0.001,2,chintansolanke
1135,14298424,"Barkat Ali Arbab","2025-08-26 05:28:47",0.001,2,barkataliarbab
1136,14290061,"Alpha Coders","2025-09-22 17:23:24",0.001,7,"aryanbhardwaj2024,atul12rajput"
1137,14382258,"Максим Карпенко","2025-09-21 16:42:02",0.001,1,maksimkarpenko1305
1138,14480299,"nithya swaminathan121","2025-10-05 00:05:32",0.001,2,nithyaswaminathan121
1139,14505429,"-FOXXX ERP (FOXXX)","2025-10-11 14:36:26",0.001,1,foxxxerpfoxxx
1140,14547786,"RupeshReddy C","2025-10-18 15:08:55",0.001,4,rupeshreddyc
1141,14573365,"Emre Altay","2025-10-21 23:03:55",0.001,1,emrealty
1142,14227238,GOC,"2025-10-29 00:55:24",0.001,3,patelpal
